"year","ubigeo","distrito_ejecutora_nombre","total_millones","nls_year","nls_year_norm","total_dist_mat","edu_dist_mat"
2010,"160101","IQUITOS",66,4.814638,1,72036,72036
2010,"160102","ALTO NANAY",2,0,0,1235,1235
2010,"160103","FERNANDO LORES",6,0.0367573,0.00763448882345879,8974,8974
2010,"160104","INDIANA",4,0.0158691,0.00329601103966695,5927,5927
2010,"160105","LAS AMAZONAS",4,0.0091148,0.00189314336820338,4319,4319
2010,"160106","MAZAN",4,0.0091301,0.00189632117721,5256,5256
2010,"160107","NAPO",5,0.0126226,0.00262171320045245,5933,5933
2010,"160108","PUNCHANA",17,0.9721776,0.201921224399425,25280,25280
2010,"160110","TORRES CAUSANA",3,0,0,1801,1801
2010,"160112","BELEN",199,2.661261,0.552743736912308,19377,19377
2010,"160113","SAN JUAN BAUTISTA",49,0.8330762,0.173029872650862,30675,30675
2010,"160201","YURIMAGUAS",23,0.6336346,0.131605865280007,25747,25747
2010,"160202","BALSAPUERTO",5,0,0,5817,5817
2010,"160205","JEBEROS",2,0,0,1520,1520
2010,"160206","LAGUNAS",4,0.063367,0.0131613217857708,5238,5238
2010,"160210","SANTA CRUZ",2,0.0217749,0.00452264531622107,1702,1702
2010,"160211","TENIENTE CESAR LOPEZ ROJAS",2,0.0221095,0.0045921417144965,1823,1823
2010,"160301","NAUTA",13,0.0677364,0.0140688458820788,12275,12275
2010,"160302","PARINARI",3,0.0124705,0.00259012204032785,2920,2920
2010,"160303","TIGRE",4,0.0655122,0.0136068796864894,3272,3272
2010,"160304","TROMPETEROS",3,0.2651993,0.0550818773914051,3144,3144
2010,"160305","URARINAS",4,0.0229798,0.00477290296799053,4609,4609
2010,"160401","RAMON CASTILLA",18,0.0504057,0.0104692606173091,7299,7299
2010,"160402","PEBAS",5,0,0,5068,5068
2010,"160403","YAVARI",4,0.057424,0.011926961071632,4338,4338
2010,"160404","SAN PABLO",4,0.0161409,0.00335246388201979,4328,4328
2010,"160501","REQUENA",10,0.2007018,0.0416857508290343,12332,12332
2010,"160502","ALTO TAPICHE",1,0,0,658,658
2010,"160503","CAPELO",2,0.0883363,0.0183474437745891,1470,1470
2010,"160504","EMILIO SAN MARTIN",3,0,0,2978,2978
2010,"160505","MAQUIA",3,0.0128693,0.00267295277443496,3618,3618
2010,"160506","PUINAHUA",2,0.0101103,0.00209990865356855,1891,1891
2010,"160507","SAQUENA",2,0,0,1612,1612
2010,"160508","SOPLIN",1,0,0,250,250
2010,"160509","TAPICHE",1,0,0,741,741
2010,"160510","JENARO HERRERA",3,0.1250633,0.0259756392900152,1866,1866
2010,"160511","YAQUERANA",2,0,0,1672,1672
2010,"160601","CONTAMANA",13,0.0657462,0.0136554814712965,11772,11772
2010,"160602","INAHUAYA",1,0.1743818,0.0362190885379129,866,866
2010,"160603","PADRE MARQUEZ",3,0.0237546,0.00493382887768509,2229,2229
2010,"160604","PAMPA HERMOSA",3,0.0112818,0.00234322912750657,2642,2642
2010,"160605","SARAYACU",5,0,0,7076,7076
2010,"160606","VARGAS GUERRA",3,0.1325029,0.0275208437269843,3583,3583
2010,"160701","BARRANCA",21,0.0152235,0.00316191996158382,5810,5810
2010,"160702","CAHUAPANAS",3,0,0,4500,4500
2010,"160703","MANSERICHE",3,0.1130557,0.0234816615496326,3807,3807
2010,"160704","MORONA",3,0.0115724,0.00240358672863879,2622,2622
2010,"160705","PASTAZA",3,0,0,6983,6983
2010,"160706","ANDOAS",4,0.0860401,0.0178705231836744,713,713
2010,"160801",NA,3,0.0019892,0.000413156710847212,NA,798
2010,"160802",NA,3,0,0,NA,798
2010,"160803","TENIENTE MANUEL CLAVERO",2,0.0104603,0.0021726036308441,786,786
2010,"160804",NA,3,0,0,NA,798
2011,"160101","IQUITOS",86,3.2008534,0.664817043358192,69206,69206
2011,"160102","ALTO NANAY",3,0,0,1230,1230
2011,"160103","FERNANDO LORES",7,0.0170587,0.00354309088242979,7811,7811
2011,"160104","INDIANA",10,0,0,5173,5173
2011,"160105","LAS AMAZONAS",7,0,0,3722,3722
2011,"160106","MAZAN",6,0,0,4833,4833
2011,"160107","NAPO",8,0.0102021,0.00211897550760826,5979,5979
2011,"160108","PUNCHANA",20,0.5743832,0.119299353347022,23059,23059
2011,"160110","TORRES CAUSANA",3,0,0,1908,1908
2011,"160112","BELEN",213,3.0725127,0.638160688300969,18261,18261
2011,"160113","SAN JUAN BAUTISTA",63,0.6533546,0.135701707999646,30757,30757
2011,"160201","YURIMAGUAS",34,0.5498497,0.114203746989909,25876,25876
2011,"160202","BALSAPUERTO",6,0,0,5941,5941
2011,"160205","JEBEROS",3,0,0,1633,1633
2011,"160206","LAGUNAS",18,0.039956,0.0082988586057768,4980,4980
2011,"160210","SANTA CRUZ",3,0,0,1644,1644
2011,"160211","TENIENTE CESAR LOPEZ ROJAS",5,0.0107279,0.00222818413346964,1834,1834
2011,"160301","NAUTA",22,0.0569748,0.0118336622607972,12176,12176
2011,"160302","PARINARI",5,0.0108582,0.00225524743500965,2675,2675
2011,"160303","TIGRE",4,0.043634,0.00906277896697529,3141,3141
2011,"160304","TROMPETEROS",4,0.2167028,0.0450091574901374,3090,3090
2011,"160305","URARINAS",6,0.0144911,0.00300980052913635,4468,4468
2011,"160401","RAMON CASTILLA",13,0.0403071,0.00837178205298093,7204,7204
2011,"160402","PEBAS",7,0,0,4997,4997
2011,"160403","YAVARI",6,0.0253955,0.00527464370114638,4937,4937
2011,"160404","SAN PABLO",5,0.0048085,0.000998725137798522,4322,4322
2011,"160501","REQUENA",22,0.1364583,0.028342380050172,12209,12209
2011,"160502","ALTO TAPICHE",2,0,0,553,553
2011,"160503","CAPELO",2,0.0549007,0.0114028718254623,1307,1307
2011,"160504","EMILIO SAN MARTIN",4,0,0,2809,2809
2011,"160505","MAQUIA",3,0,0,3257,3257
2011,"160506","PUINAHUA",5,0.0070843,0.00147140865003766,1905,1905
2011,"160507","SAQUENA",2,0,0,1610,1610
2011,"160508","SOPLIN",1,0,0,226,226
2011,"160509","TAPICHE",1,0,0,400,400
2011,"160510","JENARO HERRERA",6,0.0162734,0.00337998412341696,1861,1861
2011,"160511","YAQUERANA",7,0.0010178,0.0002113969939173,1464,1464
2011,"160601","CONTAMANA",18,0.0329793,0.006849798468753,11044,11044
2011,"160602","INAHUAYA",2,0.0948222,0.019694564783479,695,695
2011,"160603","PADRE MARQUEZ",3,0,0,2027,2027
2011,"160604","PAMPA HERMOSA",4,0.0081323,0.00168907818199416,2454,2454
2011,"160605","SARAYACU",6,0,0,6444,6444
2011,"160606","VARGAS GUERRA",4,0.1005311,0.0208803029428173,3394,3394
2011,"160701","BARRANCA",29,0.010141,0.0021062850415753,6091,6091
2011,"160702","CAHUAPANAS",3,0,0,3687,3687
2011,"160703","MANSERICHE",7,0.0797716,0.0165685561406693,3810,3810
2011,"160704","MORONA",12,0.0134283,0.00278905703814077,2567,2567
2011,"160705","PASTAZA",6,0,0,6859,6859
2011,"160706","ANDOAS",4,0.0871413,0.0180992423521768,871,871
2011,"160801",NA,1,0.006773,0.00140675166024943,NA,792
2011,"160802",NA,1,0,0,NA,792
2011,"160803","TENIENTE MANUEL CLAVERO",3,0.0050005,0.00103860352533254,844,844
2011,"160804",NA,1,0,0,NA,792
2012,"160101","IQUITOS",130,4.7185546,0.980043484058407,56987,56987
2012,"160102","ALTO NANAY",5,0,0,1143,1143
2012,"160103","FERNANDO LORES",12,0.0341131,0.00708528865513877,6581,6581
2012,"160104","INDIANA",10,0.0197634,0.00410485689682173,4373,4373
2012,"160105","LAS AMAZONAS",13,0,0,2847,2847
2012,"160106","MAZAN",6,0.0034607,0.000718787165307132,3819,3819
2012,"160107","NAPO",18,0.0078141,0.00162298806265393,4988,4988
2012,"160108","PUNCHANA",40,1.0409465,0.216204520464467,17712,17712
2012,"160110","TORRES CAUSANA",5,0,0,1591,1591
2012,"160112","BELEN",263,1.8731427,0.389051617172464,17071,17071
2012,"160113","SAN JUAN BAUTISTA",42,0.7717689,0.160296350421361,22702,22702
2012,"160201","YURIMAGUAS",63,0.7074919,0.146946021694674,25481,25481
2012,"160202","BALSAPUERTO",7,0,0,6739,6739
2012,"160205","JEBEROS",4,0.0159592,0.00331472480381703,1638,1638
2012,"160206","LAGUNAS",22,0.0506126,0.0105122337338757,4821,4821
2012,"160210","SANTA CRUZ",5,0,0,1572,1572
2012,"160211","TENIENTE CESAR LOPEZ ROJAS",15,0,0,1811,1811
2012,"160301","NAUTA",18,0.0619679,0.0128707288066102,10918,10918
2012,"160302","PARINARI",7,0.0127077,0.00263938846492717,2299,2299
2012,"160303","TIGRE",5,0.0781078,0.0162229849886949,2770,2770
2012,"160304","TROMPETEROS",5,0.2445672,0.0507965915609855,1695,1695
2012,"160305","URARINAS",11,0.0181202,0.00376356436350978,3763,3763
2012,"160401","RAMON CASTILLA",16,0.0409615,0.0085077008904927,7012,7012
2012,"160402","PEBAS",8,0,0,4941,4941
2012,"160403","YAVARI",7,0.0499479,0.0103741755870327,4788,4788
2012,"160404","SAN PABLO",6,0.01393,0.00289326009556689,4264,4264
2012,"160501","REQUENA",31,0.1587333,0.0329688961039231,10325,10325
2012,"160502","ALTO TAPICHE",2,0,0,440,440
2012,"160503","CAPELO",2,0,0,1217,1217
2012,"160504","EMILIO SAN MARTIN",5,0,0,1741,1741
2012,"160505","MAQUIA",5,0,0,2792,2792
2012,"160506","PUINAHUA",3,0.0041667,0.00086542331946867,1652,1652
2012,"160507","SAQUENA",2,0,0,1183,1183
2012,"160508","SOPLIN",1,0,0,178,178
2012,"160509","TAPICHE",1,0,0,221,221
2012,"160510","JENARO HERRERA",7,0.1205293,0.0250339277843942,1551,1551
2012,"160511","YAQUERANA",3,0,0,1036,1036
2012,"160601","CONTAMANA",21,0.0503856,0.0104650858486142,9838,9838
2012,"160602","INAHUAYA",2,0.1419681,0.0294867651524372,652,652
2012,"160603","PADRE MARQUEZ",5,0,0,1843,1843
2012,"160604","PAMPA HERMOSA",4,0.0063296,0.00131465750903806,2225,2225
2012,"160605","SARAYACU",9,0,0,6130,6130
2012,"160606","VARGAS GUERRA",4,0.1159512,0.0240830567116365,2494,2494
2012,"160701","BARRANCA",10,0.0285518,0.00593020700621729,5195,5195
2012,"160702","CAHUAPANAS",5,0,0,3531,3531
2012,"160703","MANSERICHE",9,0.1040455,0.0216102435946379,3795,3795
2012,"160704","MORONA",9,0.0169862,0.003528032637137,2429,2429
2012,"160705","PASTAZA",10,0.0019622,0.000407548812600241,6285,6285
2012,"160706","ANDOAS",6,0.0786254,0.0163304904750887,614,614
2012,"160801",NA,4,0.0011877,0.000246685212886202,NA,709
2012,"160802",NA,4,0,0,NA,709
2012,"160803","TENIENTE MANUEL CLAVERO",3,0.004852,0.0010077600849742,553,553
2012,"160804",NA,4,0,0,NA,709
2013,"160101","IQUITOS",187,4.3758444,0.908862597769552,68459,68459
2013,"160102","ALTO NANAY",5,0,0,1187,1187
2013,"160103","FERNANDO LORES",10,0.0471154,0.00978586552093844,7275,7275
2013,"160104","INDIANA",7,0.0146765,0.00304830809709889,4917,4917
2013,"160105","LAS AMAZONAS",15,0,0,3756,3756
2013,"160106","MAZAN",14,0.0007067,0.000146781544116089,5070,5070
2013,"160107","NAPO",10,0.0067612,0.00140430080101557,7026,7026
2013,"160108","PUNCHANA",37,0.9056653,0.188106624007869,22270,22270
2013,"160110","TORRES CAUSANA",5,0,0,2077,2077
2013,"160112","BELEN",239,1.8505599,0.384361171078698,18663,18663
2013,"160113","SAN JUAN BAUTISTA",55,0.7055582,0.146544392330223,30718,30718
2013,"160201","YURIMAGUAS",65,0.6111046,0.126926385742812,27604,27604
2013,"160202","BALSAPUERTO",7,0,0,7116,7116
2013,"160205","JEBEROS",3,0.0087734,0.00182223461036946,1725,1725
2013,"160206","LAGUNAS",8,0.0483153,0.0100350846730325,4934,4934
2013,"160210","SANTA CRUZ",9,0,0,1602,1602
2013,"160211","TENIENTE CESAR LOPEZ ROJAS",8,0,0,1881,1881
2013,"160301","NAUTA",19,0.0519205,0.0107838844789577,12427,12427
2013,"160302","PARINARI",6,0.0144432,0.00299985170224636,2740,2740
2013,"160303","TIGRE",14,0.0481925,0.0100095791210056,3537,3537
2013,"160304","TROMPETEROS",6,0.1870562,0.0388515605950022,3520,3520
2013,"160305","URARINAS",10,0.0239414,0.00497262722555673,7310,7310
2013,"160401","RAMON CASTILLA",19,0.04018,0.00834538339123315,8116,8116
2013,"160402","PEBAS",13,0.0075837,0.00157513399761311,5374,5374
2013,"160403","YAVARI",14,0.0430528,0.00894206376471087,5198,5198
2013,"160404","SAN PABLO",11,0.0099181,0.00205998872604752,4375,4375
2013,"160501","REQUENA",26,0.1631529,0.0338868467369717,12136,12136
2013,"160502","ALTO TAPICHE",4,0.0053593,0.00111312626203673,548,548
2013,"160503","CAPELO",2,0,0,1411,1411
2013,"160504","EMILIO SAN MARTIN",9,0.0129884,0.00269768983670216,2848,2848
2013,"160505","MAQUIA",13,0,0,3441,3441
2013,"160506","PUINAHUA",6,0.020472,0.00425203307081446,2167,2167
2013,"160507","SAQUENA",3,0,0,1500,1500
2013,"160508","SOPLIN",1,0,0,231,231
2013,"160509","TAPICHE",2,0.0128676,0.00267259968454534,405,405
2013,"160510","JENARO HERRERA",4,0.0566493,0.0117660559319309,1979,1979
2013,"160511","YAQUERANA",3,0,0,1476,1476
2013,"160601","CONTAMANA",27,0.0519638,0.0107928778861464,11005,11005
2013,"160602","INAHUAYA",4,0.1663578,0.0345525042588872,688,688
2013,"160603","PADRE MARQUEZ",5,0,0,1855,1855
2013,"160604","PAMPA HERMOSA",6,0.0152187,0.00316092300189547,2457,2457
2013,"160605","SARAYACU",11,0,0,6355,6355
2013,"160606","VARGAS GUERRA",5,0.0916893,0.0190438616568888,3403,3403
2013,"160701","BARRANCA",22,0.0234813,0.00487706448542964,6448,6448
2013,"160702","CAHUAPANAS",5,0,0,3996,3996
2013,"160703","MANSERICHE",7,0.0781065,0.0162227149787793,4231,4231
2013,"160704","MORONA",8,0.0120618,0.00250523507686351,3432,3432
2013,"160705","PASTAZA",8,0.0023055,0.000478852200310802,8430,8430
2013,"160706","ANDOAS",5,0.0725134,0.0150610284719225,1199,1199
2013,"160801",NA,9,0.0011038,0.000229259188333578,NA,760
2013,"160802",NA,9,0,0,NA,760
2013,"160803","TENIENTE MANUEL CLAVERO",3,0.0051042,0.00106014200859961,893,893
2013,"160804",NA,9,0,0,NA,760
2014,"160101","IQUITOS",136,1.30859415,0.760811187188287,81096,81096
2014,"160102","ALTO NANAY",4,0.0103167,0.0223968067578195,1343,1343
2014,"160103","FERNANDO LORES",10,0.0307675666666667,0.0340285377402322,8312,8312
2014,"160104","INDIANA",8,0.0281581916666667,0.0325444173590796,5659,5659
2014,"160105","LAS AMAZONAS",10,-0.000635774999999988,0.0161674256333879,4404,4404
2014,"160106","MAZAN",10,0.0065345,0.0202456249209447,6616,6616
2014,"160107","NAPO",11,0.0169038416666667,0.0261433403917506,7969,7969
2014,"160108","PUNCHANA",27,0.171189625,0.113895647195903,26749,26749
2014,"160110","TORRES CAUSANA",6,0.00842365833333333,0.0213201114879288,2842,2842
2014,"160112","BELEN",251,0.357254033333333,0.219722514018261,21999,21999
2014,"160113","SAN JUAN BAUTISTA",72,0.1593245,0.107147182970783,40161,40161
2014,"160201","YURIMAGUAS",53,0.068900075,0.0557169622870946,34645,34645
2014,"160202","BALSAPUERTO",7,0.0159060166666667,0.0255758127579979,9205,9205
2014,"160205","JEBEROS",4,-0.00149584166666667,0.0156782500763484,2095,2095
2014,"160206","LAGUNAS",11,0.00271444166666667,0.0180729106005838,6114,6114
2014,"160210","SANTA CRUZ",14,5.3450000000007e-05,0.0165594324816561,1802,1802
2014,"160211","TENIENTE CESAR LOPEZ ROJAS",5,0.00607543333333334,0.0199845240073896,2278,2278
2014,"160301","NAUTA",20,0.023969325,0.0301619378787709,15699,15699
2014,"160302","PARINARI",6,0.006736425,0.0203604727323801,3268,3268
2014,"160303","TIGRE",11,0.028528175,0.0327548508175464,4034,4034
2014,"160304","TROMPETEROS",6,0.04475005,0.0419812806361845,4408,4408
2014,"160305","URARINAS",10,0.0179831,0.0267571844306598,6171,6171
2014,"160401","RAMON CASTILLA",23,-0.023384325,0.00322885348616192,9988,9988
2014,"160402","PEBAS",11,-0.000379808333333338,0.0163130104369886,6260,6260
2014,"160403","YAVARI",18,0.0110972916666667,0.0228407797405674,5290,5290
2014,"160404","SAN PABLO",10,0.0102384666666667,0.0223523103996933,6667,6667
2014,"160501","REQUENA",22,0.0096404,0.0220121511932596,14159,14159
2014,"160502","ALTO TAPICHE",4,-0.0141443416666667,0.00848422980674053,653,653
2014,"160503","CAPELO",2,-0.00297134166666667,0.0148390377659711,1452,1452
2014,"160504","EMILIO SAN MARTIN",9,-0.012487925,0.00942634113021101,2965,2965
2014,"160505","MAQUIA",6,-0.0104434833333333,0.0105891473752227,4183,4183
2014,"160506","PUINAHUA",5,0.00378431666666666,0.0186814177307531,2503,2503
2014,"160507","SAQUENA",7,0.0102756,0.022373430528774,1778,1778
2014,"160508","SOPLIN",1,-0.006428325,0.0128728276879622,233,233
2014,"160509","TAPICHE",1,-0.00528271666666668,0.0135244092645152,484,484
2014,"160510","JENARO HERRERA",3,0.00435598333333333,0.0190065615491869,2210,2210
2014,"160511","YAQUERANA",3,0.00173355,0.0175150140490331,1586,1586
2014,"160601","CONTAMANA",26,-0.016792575,0.00697800817740495,13542,13542
2014,"160602","INAHUAYA",3,-0.00779816666666666,0.0120937101075255,823,823
2014,"160603","PADRE MARQUEZ",5,-0.0284366666666667,0.000355259909138221,2358,2358
2014,"160604","PAMPA HERMOSA",5,-0.0151368333333333,0.00791973558470497,3185,3185
2014,"160605","SARAYACU",9,-0.00557293333333334,0.0133593442700433,7692,7692
2014,"160606","VARGAS GUERRA",12,-0.0127561333333333,0.00927379369877821,4044,4044
2014,"160701","BARRANCA",20,0.0127467,0.0237789049714533,7845,7845
2014,"160702","CAHUAPANAS",5,0.0109018416666667,0.0227296146805449,4331,4331
2014,"160703","MANSERICHE",5,0.0149104833333333,0.0250095885433424,5796,5796
2014,"160704","MORONA",6,0.0193031583333333,0.0275079870085991,4450,4450
2014,"160705","PASTAZA",5,-0.00064580833333334,0.0161617190275949,5067,5067
2014,"160706","ANDOAS",7,0.0214462166666667,0.0287268829321435,5896,5896
2014,"160801","PUTUMAYO",7,-0.00766871666666667,0.0121673366975481,1907,1907
2014,"160802","ROSA PANDURO",7,0.000741500000000001,0.0169507710314053,202,202
2014,"160803","TENIENTE MANUEL CLAVERO",3,0.005554325,0.0196881359840934,935,935
2014,"160804","YAGUAS",7,-0.0212801333333333,0.00442564342181752,586,586
2015,"160101","IQUITOS",111,0.988167666666667,0.578563915494477,68064,68064
2015,"160102","ALTO NANAY",3,0.000739825000000002,0.0169498183505379,1085,1085
2015,"160103","FERNANDO LORES",7,0.00790173333333333,0.0210232589734634,6821,6821
2015,"160104","INDIANA",18,-0.00727486666666667,0.0123913446734492,4363,4363
2015,"160105","LAS AMAZONAS",7,-0.00240283333333334,0.0151623852359036,3477,3477
2015,"160106","MAZAN",13,-0.001915225,0.0154397196418513,5327,5327
2015,"160107","NAPO",18,0.00827436666666666,0.0212351996583772,6494,6494
2015,"160108","PUNCHANA",18,0.125875491666667,0.0881225678821732,21782,21782
2015,"160110","TORRES CAUSANA",3,0.01579595,0.0255132107236849,2543,2543
2015,"160112","BELEN",140,0.311060433333333,0.19344922511237,18093,18093
2015,"160113","SAN JUAN BAUTISTA",78,0.117957533333333,0.0836191127101046,31986,31986
2015,"160201","YURIMAGUAS",63,0.095433325,0.0708081381829378,29544,29544
2015,"160202","BALSAPUERTO",6,0.0169998666666667,0.026197956021777,7930,7930
2015,"160205","JEBEROS",3,0.0102975916666667,0.0223859386124016,1812,1812
2015,"160206","LAGUNAS",6,0.00386293333333334,0.0187261321153465,5037,5037
2015,"160210","SANTA CRUZ",10,0.00704603333333333,0.0205365670222674,1506,1506
2015,"160211","TENIENTE CESAR LOPEZ ROJAS",3,0.0223082916666667,0.0292172007582828,1982,1982
2015,"160301","NAUTA",16,0.013220575,0.0240484283422293,12892,12892
2015,"160302","PARINARI",12,-0.002085375,0.0153429443286621,2629,2629
2015,"160303","TIGRE",6,0.0223248333333333,0.0292266090743118,3473,3473
2015,"160304","TROMPETEROS",4,0.0497226083333333,0.0448094962698018,3794,3794
2015,"160305","URARINAS",6,0.00286030833333333,0.0181558744110483,5133,5133
2015,"160401","RAMON CASTILLA",18,0.0106435666666667,0.0225827169784353,8287,8287
2015,"160402","PEBAS",7,0.00848585,0.0213554839123744,5255,5255
2015,"160403","YAVARI",19,0.010687225,0.0226075482971638,4460,4460
2015,"160404","SAN PABLO",7,0.00418878333333333,0.0189114640918537,5581,5581
2015,"160501","REQUENA",21,-0.000654658333333333,0.0161566854600268,12144,12144
2015,"160502","ALTO TAPICHE",1,0.00618858333333333,0.0200488797328516,578,578
2015,"160503","CAPELO",2,-0.00777435833333333,0.0121072514470191,1090,1090
2015,"160504","EMILIO SAN MARTIN",7,0.0111507416666667,0.0228711802136203,2392,2392
2015,"160505","MAQUIA",3,0.0104658583333333,0.0224816427520781,3080,3080
2015,"160506","PUINAHUA",3,0.0033354,0.0184260897788723,2071,2071
2015,"160507","SAQUENA",7,-0.000242108333333331,0.0163913293357612,1424,1424
2015,"160508","SOPLIN",1,0.00439404166666667,0.0190282077856123,184,184
2015,"160509","TAPICHE",1,-0.00245319166666667,0.0151337431937054,353,353
2015,"160510","JENARO HERRERA",2,0.000323599999999994,0.0167130842645421,1730,1730
2015,"160511","YAQUERANA",2,-0.00287265,0.0148951701018561,1363,1363
2015,"160601","CONTAMANA",21,0.0160645166666667,0.0256659619624674,11754,11754
2015,"160602","INAHUAYA",4,0.0105221666666667,0.0225136689442233,698,698
2015,"160603","PADRE MARQUEZ",14,0.0063582,0.0201453517048691,1884,1884
2015,"160604","PAMPA HERMOSA",4,0.0161753416666667,0.025728995310009,2521,2521
2015,"160605","SARAYACU",6,0.0100075833333333,0.0222209921105748,6263,6263
2015,"160606","VARGAS GUERRA",9,0.0114837833333333,0.0230606025562399,3254,3254
2015,"160701","BARRANCA",14,0.0238425416666667,0.0300898279946069,6975,6975
2015,"160702","CAHUAPANAS",4,0.0194917416666667,0.0276152465510358,3627,3627
2015,"160703","MANSERICHE",4,0.036940175,0.0375392994484466,4359,4359
